prefix,namespace
datacron:,<http://www.datacron-project.eu/datAcron#>
gt:,<https://vocab.eccenca.com/geniustex/>
dcx:,<http://dublincore.org/dcx/>
iab:,<https://www.iab.com/guidelines/taxonomy/>
iotlite:,<http://purl.oclc.org/NET/UNIS/fiware/iot-lite#>
isaterms:,<http://purl.org/isaterms/>
mandaat:,<http://data.vlaanderen.be/ns/mandaat#>
s4bldg:,<https://w3id.org/def/saref4bldg#>
dead:,<http://utpl.edu.ec/sbc/data/>
seo:,<http://sda.tech/SEOontology/SEO/>
literature:,<http://purl.org/net/cnyt-literature#>
mml:,<http://www.w3.org/1998/Math/MathML/>
led:,<http://led.kmi.open.ac.uk/term/>
nosql:,<http://purl.org/db/nosql#>
plg:,<http://parliament.uk/ontologies/legislation/>
ddb:,<http://www.deutsche-digitale-bibliothek.de/edm/>
cocoon:,<https://w3id.org/cocoon/v1.0#>
bl:,<https://w3id.org/biolink/vocab/>
theme:,<http://voc.odw.tw/theme/>
snac:,<http://socialarchive.iath.virginia.edu/>
gdpr:,<https://vocab.eccenca.com/gdpr/>
seokoeln:,<http://rankrage.de/>
loupe:,<http://ont-loupe.linkeddata.es/def/core/>
gbol:,<http://gbol.life/0.1#>
ecowlim:,<http://ecowlim.tfri.gov.tw/lode/resource/>
ids:,<https://w3id.org/idsa/core/>
mdont:,<http://ont.matchdeck.com/>
medred:,<http://w3id.org/medred/medred#>
vehman:,<http://deductions.github.io/vehicule-management.owl.ttl#>
linkrel:,<https://www.w3.org/ns/iana/link-relations/relation#>
timex:,<http://data.wu.ac.at/ns/timex#>
numbers:,<http://km.aifb.kit.edu/projects/numbers/>
geo7:,<https://www.geo7.ch/>
kmgeo:,<http://km.aifb.kit.edu/services/geo/ontology#>
cwlgit:,<https://w3id.org/cwl/view/git/>
mydb:,<http://mydb.org/>
atlasterms:,<http://rdf.ebi.ac.uk/terms/atlas/>
number:,<http://km.aifb.kit.edu/projects/numbers/number#>
logies:,<https://data.vlaanderen.be/ns/logies#>
ontoneo:,<http://purl.obolibrary.org/obo/ontoneo/>
ecore:,<http://www.eclipse.org/emf/2002/Ecore#>
mobivoc:,<http://schema.mobivoc.org/>
legal:,<http://www.w3.org/ns/legal#>
agrovoc:,<http://aims.fao.org/aos/agrovoc/>
sirene:,<https://sireneld.io/vocab/sirene#>
m3:,<http://sensormeasurement.appspot.com/m3#>
faostat:,<http://reference.eionet.europa.eu/faostat/schema/>
smartapi:,<http://smart-api.io/ontology/1.0/smartapi#>
foam:,<https://www.koerperfettwaage-test.de/>
cdao:,<http://purl.obolibrary.org/obo/>
fog:,<https://w3id.org/fog#>
az:,<https://w3id.org/people/az/>
cwlprov:,<https://w3id.org/cwl/prov#>
dnbt:,<http://d-nb.info/standards/elementset/dnb#>
vss:,<http://automotive.eurecom.fr/vsso#>
prof:,<http://www.w3.org/ns/dx/prof/>
tikag:,<https://www.tikag.com/>
pcdmuse:,<http://pcdm.org/use#>
swrc2:,<https://www.cs.vu.nl/~mcaklein/onto/swrc_ext/2005/05#>
frbroo:,<http://iflastandards.info/ns/fr/frbr/frbroo/>
r3d:,<http://www.re3data.org/schema/3-0#>
physics:,<http://www.astro.umd.edu/~eshaya/astro-onto/owl/physics.owl#>
lmo:,<http://linkedmultimedia.org/sparql-mm/ns/2.0.0/ontology#>
radar:,<http://www.radar-projekt.org/display/>
rvz:,<http://rdfvizler.dyreriket.xyz/vocabulary/core#>
mem:,<http://mementoweb.org/ns#>
eepsa:,<https://w3id.org/eepsa#>
omg:,<https://w3id.org/omg#>
hico:,<http://purl.org/emmedi/hico/>
dot:,<https://w3id.org/dot#>
lovc:,<https://w3id.org/lovcube/ns/lovcube#>
ldt:,<https://www.w3.org/ns/ldt#>
brick:,<https://brickschema.org/schema/1.1/Brick#>
goaf:,<http://goaf.fr/goaf#>
cbim:,<http://www.coinsweb.nl/cbim-2.0.rdf#>
munc:,<http://ns.inria.fr/munc#>
rls:,<https://w3id.org/lovcube/ns/relovstats#>
afr:,<http://purl.allotrope.org/ontologies/result#>
scho:,<http://www.scholarlydata.org/ontology/conference-ontology.owl#>
fred:,<http://www.ontologydesignpatterns.org/ont/fred/domain.owl#>
ln:,<https://w3id.org/ln#>
yaco:,<https://www.irit.fr/recherches/MELODI/ontologies/cinema#>
bioentity:,<http://bioentity.io/vocab/>
aksw:,<http://aksw.org/>
iati:,<http://purl.org/collections/iati/>
pfeepsa:,<https://w3id.org/pfeepsa#>
lmu:,<https://w3id.org/laas-iot/lmu#>
genre:,<http://sparql.cwrc.ca/ontologies/genre#>
mwapi:,<https://www.mediawiki.org/ontology#API/>
drk:,<http://drakon.su/>
roar:,<https://w3id.org/roar#>
adf:,<http://purl.allotrope.org/ontologies/datapackage#>
chear:,<http://hadatac.org/ont/chear#>
bpo:,<https://w3id.org/bpo#>
devuan:,<https://devuan.net.br/>
vir:,<http://w3id.org/vir#>
refexo:,<http://purl.jp/bio/01/refexo#>
nno:,<https://w3id.org/nno/ontology#>
afm:,<http://purl.allotrope.org/ontologies/material/>
url:,<http://schema.org/>
one:,<https://bioportal.bioontology.org/ontologies/ONE/>
fnom:,<https://w3id.org/function/vocabulary/mapping#>
odf:,<http://docs.oasis-open.org/ns/office/1.2/meta/odf#>
reg:,<http://purl.org/linked-data/registry#>
ul:,<http://underlay.mit.edu/ns/>
conference:,<https://w3id.org/scholarlydata/ontology/conference-ontology.owl#>
cim:,<http://iec.ch/TC57/2013/CIM-schema-cim16#>
alg:,<http://drakon.su/ADF#>
county:,<http://myexample.org/county#>
edr:,<https://w3id.org/laas-iot/edr#>
beer:,<http://beer.com/>
trao:,<http://linkeddata.finki.ukim.mk/lod/ontology/tao#>
crmeh:,<http://purl.org/crmeh#>
ucum:,<http://purl.oclc.org/NET/muo/ucum/>
summa:,<http://purl.org/voc/summa/>
sohukd:,<http://sweetontology.net/humanKnowledgeDomain/>
roc:,<https://w3id.org/ro/curate#>
semsur:,<http://purl.org/SemSur/>
nas:,<https://data.nasa.gov/ontologies/atmonto/NAS#>
ocds:,<http://purl.org/onto-ocds/ocds#>
esdbpr:,<http://es.dbpedia.org/resource/>
swa:,<http://topbraid.org/swa#>
rdb:,<http://www.dbs.cs.uni-duesseldorf.de/RDF/relational#>
dpv:,<http://www.w3.org/ns/dpv#>
noise:,<http://vocab.linkeddata.es/datosabiertos/def/medio-ambiente/contaminacion-acustica#>
obws:,<http://delicias.dia.fi.upm.es/ontologies/ObjectWithStates.owl#>
idot:,<http://identifiers.org/idot/>
sirext:,<https://sireneld.io/vocab/sirext#>
rsctx:,<http://softeng.polito.it/rsctx#>
pham:,<https://w3id.org/skgo/pham#>
esservicio:,<http://vocab.linkeddata.es/datosabiertos/def/sector-publico/servicio#>
tb:,<https://w3id.org/timebank#>
otl:,<https://w3id.org/opentrafficlights#>
rami:,<http://iais.fraunhofer.de/vocabs/rami#>
powla:,<http://purl.org/powla/powla.owl#>
cog:,<http://purl.org/ontology/cco/core#>
ca:,<http://complyadvantage.com/>
spvqa:,<https://bmake.th-brandenburg.de/spv#>
qkdv:,<http://qudt.org/vocab/dimensionvector/>
conll:,<http://ufal.mff.cuni.cz/conll2009-st/task-description.html#>
vocals:,<http://w3id.org/rsp/vocals#>
phy:,<https://w3id.org/skgo/phy#>
s4ee:,<https://w3id.org/saref4ee#>
dby:,<http://dbpedia.org/class/yago/>
ermrk:,<http://www.essepuntato.it/2008/12/earmark#>
mus:,<http://data.doremus.org/ontology#>
ksam:,<http://kulturarvsdata.se/ksamsok#>
veo:,<http://linkeddata.finki.ukim.mk/lod/ontology/veo#>
gdprov:,<https://w3id.org/GDPRov#>
dbms:,<http://www.openlinksw.com/ontology/dbms-app-ontology#>
bkb:,<https://budayakb.cs.ui.ac.id/ns#>
cska:,<http://pfclitex.com/>
m3lite:,<http://purl.org/iot/vocab/m3-lite#>
ctrl:,<https://w3id.org/ibp/CTRLont#>
omnlc:,<http://open-multinet.info/ontology/omn-lifecycle#>
occ:,<http://w3id.org/occ#>
s4syst:,<https://saref.etsi.org/saref4syst/>
oop:,<http://w3id.org/oop#>
gdprtext:,<https://w3id.org/GDPRtEXT#>
cbb:,<https://data.cbb.omgeving.vlaanderen.be/ns/cbb#>
loci:,<http://linked.data.gov.au/def/loci#>
ii:,<http://sparql.cwrc.ca/ontologies/ii#>
lg:,<https://purl.org/lg/>
xbrll:,<https://w3id.org/vocab/xbrll#>
wdtn:,<http://www.wikidata.org/prop/direct-normalized/>
bld:,<http://biglinkeddata.com/>
lblodlg:,<http://data.lblod.info/vocabularies/leidinggevenden/>
gnaf:,<http://linked.data.gov.au/def/gnaf#>
hosp:,<http://health.data.gov/def/hospital/>
crminf:,<http://www.cidoc-crm.org/cidoc-crm/CRMinf/>
oup:,<http://purl.org/ontology-use-patterns#>
iospress:,<http://ld.iospress.nl/rdf/ontology/>
geofabric:,<http://linked.data.gov.au/def/geofabric#>
isoadr:,<http://reference.data.gov.au/def/ont/iso19160-1-address#>
tree:,<https://w3id.org/tree#>
jup:,<http://w3id.org/charta77/jup/>
imjv:,<https://data.imjv.omgeving.vlaanderen.be/ns/imjv#>
losp:,<http://sparql.sstu.ru:3030/speciality/>
eproc:,<http://10.0.3.120/download/eproc_FORN_v02.owl#>
gmo:,<http://purl.jp/bio/10/gmo/>
manto:,<http://com.vortic3.MANTO/>
dm:,<http://datamusee.givingsense.eu/onto/>
terms:,<http://purl.org/dc/terms/>
fel:,<http://w3id.org/vcb/fel#>
esagen:,<http://vocab.ciudadesabiertas.es/def/sector-publico/agenda-municipal#>
earth:,<http://linked.earth/ontology#>
foio:,<https://w3id.org/seas/FeatureOfInterestOntology/>
sopropsp:,<http://sweetontology.net/propSpeed/>
asgs:,<http://linked.data.gov.au/def/asgs#>
eqp:,<https://data.nasa.gov/ontologies/atmonto/equipment#>
dave:,<http://theme-e.adaptcentre.ie/dave#>
sopropsh:,<http://sweetontology.net/propSpaceHeight/>
lib:,<http://purl.org/library/>
gcon:,<https://w3id.org/GConsent#>
constant:,<http://qudt.org/vocab/constant/>
dprov:,<http://promsns.org/def/do#>
biolink:,<https://w3id.org/biolink/vocab/>
eppl:,<https://w3id.org/ep-plan#>
daap:,<http://daap.eu/wiki/>
sopropsl:,<http://sweetontology.net/propSpaceLocation/>
bitl:,<http://lib.bit.edu.cn/ontology/1.0/>
eproc2:,<http://10.0.3.120/download/eproc_FORN_v04.owl#>
lesa:,<http://hadatac.org/ont/lesa#>
esgs:,<https://w3id.org/edwin/ontology/>
sopropsdis:,<http://sweetontology.net/propSpaceDistance/>
bsh:,<https://brickschema.org/schema/1.1.0/BrickShape#>
sorealc:,<http://sweetontology.net/realmLandCoastal/>
sophatmowm:,<https://sweetontology.net/phenAtmoWindMesoscale/>
sfl:,<http://data.finlex.fi/schema/sfl/>
ods:,<http://lod.xdams.org/ontologies/ods/>
istex:,<https://data.istex.fr/ontology/istex#>
eupont:,<http://elite.polito.it/ontologies/eupont.owl#>
sopropti:,<http://sweetontology.net/propTime/>
sopropsdir:,<http://sweetontology.net/propSpaceDirection/>
donto:,<http://reference.data.gov.au/def/ont/dataset#>
cwmo:,<http://purl.org/cwmo/#>
soproptg:,<http://sweetontology.net/propTemperatureGradient/>
sohut:,<http://sweetontology.net/humanTransportation/>
skoslex:,<https://bp4mc2.org/def/skos-lex#>
somaae:,<http://sweetontology.net/matrAerosol/>
sopropr:,<http://sweetontology.net/propRotation/>
modsci:,<https://w3id.org/skgo/modsci#>
sorelt:,<http://sweetontology.net/relaTime/>
sohur:,<http://sweetontology.net/humanResearch/>
sohues:,<http://sweetontology.net/humanEnvirStandards/>
iaph:,<http://www.juntadeandalucia.es/datosabiertos/portal/iaph/dataset/dataset/6c199ca2-8d2e-4c12-833c-f28>
apb:,<http://www.analysispartners.org/businessmodel/>
ccp:,<http://cookingbigdata.com/linkeddata/ccpricing#>
sosttg:,<http://sweetontology.net/stateTimeGeologic/>
qk:,<http://qudt.org/vocab/quantitykind/>
atts:,<https://data.nasa.gov/ontologies/atmonto/general#>
osys:,<http://purl.org/olia/system.owl#>
epplan:,<https://w3id.org/ep-plan#>
sopropsm:,<http://sweetontology.net/propSpaceMultidimensional/>
wild:,<http://purl.org/wild/vocab#>
sostv:,<http://sweetontology.net/stateVisibility/>
sopropmf:,<http://sweetontology.net/propMassFlux/>
sopropt:,<http://sweetontology.net/propTemperature/>
sohutr:,<http://sweetontology.net/humanTechReadiness/>
sostso:,<http://sweetontology.net/stateSolid/>
inchikey:,<https://identifiers.org/inchikey:>
ei2a:,<http://opendata.aragon.es/def/ei2a#>
somaoc:,<http://sweetontology.net/matrOrganicCompound/>
sostth:,<http://sweetontology.net/stateThermodynamic/>
soprops:,<http://sweetontology.net/propSpace/>
sohuj:,<http://sweetontology.net/humanJurisdiction/>
sostst:,<http://sweetontology.net/stateStorm/>
twitter:,<http://stocktwits.com/>
soreaas:,<http://sweetontology.net/realmAstroStar/>
sopropp:,<http://sweetontology.net/propPressure/>
sopropq:,<http://sweetontology.net/propQuantity/>
stencila:,<http://schema.stenci.la/>
edupro:,<http://ns.inria.fr/semed/eduprogression#>
sopropst:,<http://sweetontology.net/propSpaceThickness/>
extech:,<https://w3id.org/executionTechnique/ontology/>
soreaa:,<http://sweetontology.net/realmAtmo/>
soreao:,<http://sweetontology.net/realmOcean/>
soma:,<http://sweetontology.net/matr/>
sorelch:,<http://sweetontology.net/relaChemical/>
somarock:,<http://sweetontology.net/matrRock/>
sopropi:,<http://sweetontology.net/propIndex/>
shema:,<http://schema.org/>
eccf:,<http://data.europa.eu/54i/>
sosttc:,<http://sweetontology.net/stateTimeCycle/>
esagm:,<http://vocab.ciudadesabiertas.es/def/sector-publico/agenda-municipal#>
sostsy:,<http://sweetontology.net/stateSystem/>
mccv:,<http://purl.jp/bio/10/mccv#>
somaem:,<http://sweetontology.net/matrElementalMolecule/>
somaen:,<http://sweetontology.net/matrEnergy/>
sorepmo:,<http://sweetontology.net/reprMathOperation/>
sostri:,<http://sweetontology.net/stateRoleImpact/>
soproc:,<http://sweetontology.net/proc/>
sostrr:,<http://sweetontology.net/stateRoleRepresentative/>
sopropo:,<http://sweetontology.net/propOrdinal/>
probont:,<http://www.probonto.org/ontology#>
soreabb:,<http://sweetontology.net/realmBiolBiome/>
sorel:,<http://sweetontology.net/rela/>
cci:,<http://cookingbigdata.com/linkeddata/ccinstances#>
dentsci:,<https://w3id.org/skgo/dentsci#>
sorelsp:,<http://sweetontology.net/relaSpace/>
soreac:,<http://sweetontology.net/realmCryo/>
sophcr:,<http://sweetontology.net/phenCryo/>
atm:,<https://data.nasa.gov/ontologies/atmonto/ATM#>
somael:,<http://sweetontology.net/matrElement/>
sopropb:,<http://sweetontology.net/propBinary/>
soreaofe:,<http://sweetontology.net/realmOceanFeature/>
somapl:,<http://sweetontology.net/matrPlant/>
somamin:,<http://sweetontology.net/matrMineral/>
sohuecons:,<http://sweetontology.net/humanEnvirConservation/>
soprocsc:,<http://sweetontology.net/procStateChange/>
sorelm:,<http://sweetontology.net/relaMath/>
sorepscd:,<http://sweetontology.net/reprSpaceCoordinate/>
sophatmopc:,<http://sweetontology.net/phenAtmoPrecipitation/>
sophec:,<http://sweetontology.net/phenEcology/>
sophst:,<http://sweetontology.net/phenStar/>
chemsci:,<https://w3id.org/skgo/chemsci#>
sosttf:,<http://sweetontology.net/stateTimeFrequency/>
sorelh:,<http://sweetontology.net/relaHuman/>
sorealp:,<http://sweetontology.net/realmLandProtected/>
sorepsl:,<http://sweetontology.net/reprSciLaw/>
soprocc:,<http://sweetontology.net/procChemical/>
sorear:,<http://sweetontology.net/realmRegion/>
sophatmofr:,<http://sweetontology.net/phenAtmoFront/>
soproptf:,<http://sweetontology.net/propTimeFrequency/>
sorelsc:,<http://sweetontology.net/relaSci/>
soreacz:,<http://sweetontology.net/realmClimateZone/>
sorepdm:,<http://sweetontology.net/reprDataModel/>
sorepdsv:,<http://sweetontology.net/reprDataServiceValidation/>
sorepdsg:,<http://sweetontology.net/reprDataServiceGeospatial/>
wotsec:,<https://www.w3.org/2019/wot/security#>
soreas:,<http://sweetontology.net/realmSoil/>
soprocp:,<http://sweetontology.net/procPhysical/>
soreahb:,<http://sweetontology.net/realmHydroBody/>
sostrt:,<http://sweetontology.net/stateRoleTrust/>
sorelpr:,<http://sweetontology.net/relaProvenance/>
somaind:,<http://sweetontology.net/matrIndustrial/>
somais:,<http://sweetontology.net/matrIsotope/>
sopropcha:,<http://sweetontology.net/propCharge/>
soreaah:,<http://sweetontology.net/realmAstroHelio/>
soreaabl:,<http://sweetontology.net/realmAtmoBoundaryLayer/>
soman:,<http://sweetontology.net/matrAnimal/>
sophsy:,<http://sweetontology.net/phenSystem/>
sorelcl:,<http://sweetontology.net/relaClimate/>
soreaaw:,<http://sweetontology.net/realmAtmoWeather/>
soreaofl:,<http://sweetontology.net/realmOceanFloor/>
sophatmofo:,<http://sweetontology.net/phenAtmoFog/>
sorepsc:,<http://sweetontology.net/reprSciComponent/>
sorepdp:,<http://sweetontology.net/reprDataProduct/>
sophel:,<http://sweetontology.net/phenElecMag/>
dbm:,<http://purl.org/net/dbm/ontology#>
yandex:,<http://yandex.ru/>
sohueccont:,<http://sweetontology.net/humanEnvirControl/>
sorept:,<http://sweetontology.net/reprTime/>
somanr:,<http://sweetontology.net/matrNaturalResource/>
soprope:,<http://sweetontology.net/propEnergy/>
sopropef:,<http://sweetontology.net/propEnergyFlux/>
pineapple:,<http://hexananas.com/pineapple#>
sostti:,<http://sweetontology.net/stateTime/>
sorepmst:,<http://sweetontology.net/reprMathStatistics/>
somarocki:,<http://sweetontology.net/matrRockIgneous/>
ci:,<https://privatealpha.com/ontology/content-inventory/1#>
sophatmow:,<http://sweetontology.net/phenAtmoWind/>
sophod:,<http://sweetontology.net/phenOceanDynamics/>
sopropfr:,<http://sweetontology.net/propFraction/>
sorealo:,<http://sweetontology.net/realmLandOrographic/>
somab:,<http://sweetontology.net/matrBiomass/>
sorepmfo:,<http://sweetontology.net/reprMathFunctionOrthogonal/>
sorepmso:,<http://sweetontology.net/reprMathSolution/>
sorep:,<http://sweetontology.net/repr/>
sorepm:,<http://sweetontology.net/reprMath/>
sopropdifu:,<http://sweetontology.net/propDiffusivity/>
sopropm:,<http://sweetontology.net/propMass/>
sophatmol:,<http://sweetontology.net/phenAtmoLightning/>
sorepdsa:,<http://sweetontology.net/reprDataServiceAnalysis/>
sorepsf:,<http://sweetontology.net/reprSciFunction/>
sophatmo:,<http://sweetontology.net/phenAtmo/>
dmp:,<http://www.sysresearch.org/rda-common-dmp#>
cfrl:,<http://linkeddata.finki.ukim.mk/lod/ontology/cfrl#>
sopropdife:,<http://sweetontology.net/propDifference/>
sorepds:,<http://sweetontology.net/reprDataService/>
arp:,<http://www.arpenteur.org/ontology/Arpenteur.owl#>
cbs:,<http://betalinkeddata.cbs.nl/def/cbs#>
sopropdr:,<http://sweetontology.net/propDimensionlessRatio/>
hctl:,<https://www.w3.org/2019/wot/hypermedia#>
sophm:,<http://sweetontology.net/phenMixing/>
sorepdsr:,<http://sweetontology.net/reprDataServiceReduction/>
sophatmos:,<http://sweetontology.net/phenAtmoSky/>
sopropcap:,<http://sweetontology.net/propCapacity/>
sorepts:,<http://sweetontology.net/reprTimeSeason/>
sorepdf:,<http://sweetontology.net/reprDataFormat/>
sophcy:,<http://sweetontology.net/phenCycle/>
sophfi:,<http://sweetontology.net/phenFluidInstability/>
sophhy:,<http://sweetontology.net/phenHydro/>
atd:,<https://data.nasa.gov/ontologies/atmonto/data#>
somaf:,<http://sweetontology.net/matrFacility/>
somac:,<http://sweetontology.net/matrCompound/>
sophatmoc:,<http://sweetontology.net/phenAtmoCloud/>
sopropfu:,<http://sweetontology.net/propFunction/>
d2s:,<https://w3id.org/d2s/>
somaeq:,<http://sweetontology.net/matrEquipment/>
sophr:,<http://sweetontology.net/phenReaction/>
sopropcat:,<http://sweetontology.net/propCategorical/>
misp:,<http://purl.org/cyber/misp#>
sorepsme:,<http://sweetontology.net/reprSciMethodology/>
sorepsu:,<http://sweetontology.net/reprSciUnits/>
sophpc:,<http://sweetontology.net/phenPlanetClimate/>
sophso:,<http://sweetontology.net/phenSolid/>
soprop:,<http://sweetontology.net/prop/>
sopho:,<http://sweetontology.net/phenOcean/>
sorepsd:,<http://sweetontology.net/reprSpaceDirection/>
somas:,<http://sweetontology.net/matrSediment/>
soph:,<http://sweetontology.net/phen/>
sorepsrs:,<http://sweetontology.net/reprSpaceReferenceSystem/>
sophatmot:,<http://sweetontology.net/phenAtmoTransport/>
sophei:,<http://sweetontology.net/phenEnvirImpact/>
sost:,<http://sweetontology.net/state/>
pq:,<http://www.wikidata.org/prop/qualifier/>
sorepmf:,<http://sweetontology.net/reprMathFunction/>
sopropche:,<http://sweetontology.net/propChemical/>
sopropcou:,<http://sweetontology.net/propCount/>
pplan:,<http://purl.org/net/p-plan#>
sorepmg:,<http://sweetontology.net/reprMathGraph/>
soprocw:,<http://sweetontology.net/procWave/>
sophft:,<http://sweetontology.net/phenFluidTransport/>
bperson:,<http://data.vlaanderen.be/ns/persoon#>
sweet:,<http://sweetontology.net/>
sophcm:,<http://sweetontology.net/phenCycleMaterial/>
sophb:,<http://sweetontology.net/phenBiol/>
sophsyc:,<http://sweetontology.net/phenSystemComplexity/>
sophhe:,<http://sweetontology.net/phenHelio/>
ccsla:,<http://cookingbigdata.com/linkeddata/ccsla#>
sorelph:,<http://sweetontology.net/relaPhysical/>
sopropcon:,<http://sweetontology.net/propConductivity/>
ccr:,<http://cookingbigdata.com/linkeddata/ccregions#>
somaio:,<http://sweetontology.net/matrIon/>
sophen:,<http://sweetontology.net/phenEnergy/>
sophwn:,<http://sweetontology.net/phenWaveNoise/>
rico:,<https://www.ica.org/standards/RiC/ontology#>
sorepsg3:,<http://sweetontology.net/reprSpaceGeometry3D/>
sophoc:,<http://sweetontology.net/phenOceanCoastal/>
soreptd:,<http://sweetontology.net/reprTimeDay/>
soreps:,<http://sweetontology.net/reprSpace/>
sophfd:,<http://sweetontology.net/phenFluidDynamics/>
somaw:,<http://sweetontology.net/matrWater/>
somapa:,<http://sweetontology.net/matrParticle/>
sophw:,<http://sweetontology.net/phenWave/>
somamic:,<http://sweetontology.net/matrMicrobiota/>
sosto:,<http://sweetontology.net/stateOrdinal/>
somains:,<http://sweetontology.net/matrInstrument/>
sophatmops:,<http://sweetontology.net/phenAtmoPressure/>
jsonschema:,<https://www.w3.org/2019/wot/json-schema#>
soreal:,<http://sweetontology.net/realmLandform/>
sohua:,<http://sweetontology.net/humanAgriculture/>
sostc:,<http://sweetontology.net/stateChemical/>
sostrg:,<http://sweetontology.net/stateRoleGeographic/>
stx:,<http://purl.org/cyber/stix#>
sostro:,<http://sweetontology.net/stateRole/>
sostrb:,<http://sweetontology.net/stateRoleBiological/>
sostb:,<http://sweetontology.net/stateBiological/>
proton:,<http://www.ontotext.com/proton/>
trek:,<https://w3id.org/trek/>
sorepsp:,<http://sweetontology.net/reprSciProvenance/>
sostre:,<http://sweetontology.net/stateRealm/>
sostrc:,<http://sweetontology.net/stateRoleChemical/>
ciao:,<http://ciao.it/>
sostdp:,<http://sweetontology.net/stateDataProcessing/>
phto:,<http://rhizomik.net/ontologies/PlantHealthThreats.owl.ttl#>
sohu:,<http://sweetontology.net/human/>
sostef:,<http://sweetontology.net/stateEnergyFlux/>
ldc:,<https://tac.nist.gov/tracks/SM-KBP/2018/ontologies/SeedlingOntology#>
exo:,<https://w3id.org/example#>
sorepsmo:,<http://sweetontology.net/reprSciModel/>
sohuea:,<http://sweetontology.net/humanEnvirAssessment/>
ocsw:,<http://data.diekb.org/def/ocsw#>
sostf:,<http://sweetontology.net/stateFluid/>
malaka:,<http://george.gr/>
ingredient:,<http://www.owl-ontologies.com/test.owl/ingredient/>
lv2:,<http://lv2plug.in/ns/lv2core/>
sohud:,<http://sweetontology.net/humanDecision/>
skosthes:,<http://purl.org/iso25964/skos-thes#>
sostss:,<http://sweetontology.net/stateSpaceScale/>
sostp:,<http://sweetontology.net/statePhysical/>
soreaab:,<http://sweetontology.net/realmAstroBody/>
omop:,<http://api.ohdsi.org/WebAPI/vocabulary/concept/>
mbkeys:,<https://pastebin.com/ThBfphb8#>
sorealg:,<http://sweetontology.net/realmLandGlacial/>
sorealt:,<http://sweetontology.net/realmLandTectonic/>
sorealf:,<http://sweetontology.net/realmLandFluvial/>
lprov:,<http://id.learning-provider.data.ac.uk/terms#>
sophg:,<http://sweetontology.net/phenGeol/>
snomedct:,<http://purl.bioontology.org/ontology/SNOMEDCT/>
sorealv:,<http://sweetontology.net/realmLandVolcanic/>
soreaer:,<http://sweetontology.net/realmEarthReference/>
sophgt:,<http://sweetontology.net/phenGeolTectonic/>
pnv:,<https://w3id.org/pnv#>
soall:,<http://sweetontology.net/sweetAll/>
capes:,<http://vocab.capes.gov.br/def/vcav#>
sophgv:,<http://sweetontology.net/phenGeolVolcano/>
sostsb:,<http://sweetontology.net/stateSpectralBand/>
mmms:,<http://ldf.fi/schema/mmm/>
ccomid:,<http://www.ontologyrepository.com/CommonCoreOntologies/Mid/>
soreala:,<http://sweetontology.net/realmLandAeolian/>
esbici:,<http://vocab.ciudadesabiertas.es/def/transporte/bicicleta-publica#>
sostsl:,<http://sweetontology.net/stateSpectralLine/>
sophgg:,<http://sweetontology.net/phenGeolGeomorphology/>
gleio:,<http://lei.info/gleio/>
bldont:,<http://ont.biglinkeddata.com/>
sostsp:,<http://sweetontology.net/stateSpace/>
matvoc:,<http://stream-ontology.com/matvoc/>
sophgs:,<http://sweetontology.net/phenGeolSeismicity/>
beo:,<http://pi.pauwel.be/voc/buildingelement#>
sophgf:,<http://sweetontology.net/phenGeolFault/>
ggbn:,<http://data.ggbn.org/schemas/ggbn/terms/>
ordo:,<http://www.orpha.net/ORDO/>
sohuc:,<http://sweetontology.net/humanCommerce/>
sostsc:,<http://sweetontology.net/stateSpaceConfiguration/>
dfcb:,<http://datafoodconsortium.org/ontologies/DFC_BusinessOntology.owl#>
schoi:,<https://w3id.org/scholarlydata/ontology/indicators-ontology.owl#>
wds:,<http://www.wikidata.org/entity/statement/>
birthdate:,<http://schema.org/birthDate/>
sorea:,<http://sweetontology.net/realm/>
hdgi:,<https://w3id.org/hdgi#>
idsc:,<https://w3id.org/idsa/code/>
mpg123:,<https://devuan.net.br/wiki/mpg123/>
biogrid:,<http://thebiogrid.org/>
dfc:,<http://datafoodconsortium.org/ontologies/DFC_FullModel.owl#>
compub:,<https://sireneld.io/vocab/compub#>
she:,<http://shacleditor.org/>
docam:,<https://www.docam.ca/glossaurus/>
omim:,<http://purl.bioontology.org/ontology/OMIM/>
taxref:,<http://taxref.mnhn.fr/lod/taxon/>
oplsoft:,<http://www.openlinksw.com/ontology/software#>
rank:,<http://www.ontotext.com/owlim/RDFRank#>
brot:,<https://w3id.org/brot#>
mobiliteit:,<https://data.vlaanderen.be/ns/mobiliteit#>
wasa:,<http://vocab.sti2.at/wasa/>
gx:,<https://graphite.synaptica.net/extension/>
uimo:,<http://vocab.sti2.at/uimo/>
mgv:,<http://mangaview.fr/mgv#>
saref4envi:,<https://saref.etsi.org/saref4envi/>
say:,<http://example.org/say/>
s4agri:,<https://saref.etsi.org/saref4agri/>
fernanda:,<http://fernanda.nl/>
wotc:,<http://purl.org/wot-catalogue#>
s4ener:,<https://saref.etsi.org/saref4ener/>
dd:,<http://example.org/dummydata/>
s4city:,<https://saref.etsi.org/saref4city/>
osmm:,<https://www.openstreetmap.org/meta/>
iaco:,<https://iaco.me/>
io:,<https://iaco.me/>
osmrel:,<https://www.openstreetmap.org/relation/>
osmnode:,<https://www.openstreetmap.org/node/>
